date,time,KW_TRUE,TEMPERATURE_TRUE,GHI_TRUE
2019-08-26,05:00:00,438.01,28.2,0
2019-08-26,06:00:00,421.9,28.7,48
2019-08-26,07:00:00,439.56,29.3,226
2019-08-26,08:00:00,516.52,29.9,413
2019-08-26,09:00:00,611.12,30.2,632
2019-08-26,10:00:00,670.74,30.3,736
2019-08-26,11:00:00,695.86,30.4,846
2019-08-26,12:00:00,696.0,30.6,571
2019-08-26,13:00:00,710.84,30.8,398
2019-08-26,14:00:00,717.06,30.7,796
2019-08-26,15:00:00,714.76,30.5,631
2019-08-26,16:00:00,686.28,30.1,428
2019-08-26,17:00:00,667.33,29.7,207
2019-08-26,18:00:00,632.88,29.3,25
2019-08-26,19:00:00,609.65,29.1,0
2019-08-26,20:00:00,593.86,29.0,0
2019-08-26,21:00:00,593.9,28.9,0
2019-08-26,22:00:00,610.09,28.8,0
2019-08-26,23:00:00,623.57,28.6,0
2019-08-27,00:00:00,620.72,28.4,0
2019-08-27,01:00:00,574.62,28.3,0
2019-08-27,02:00:00,529.71,28.1,0
2019-08-27,03:00:00,490.25,28.0,0
2019-08-27,04:00:00,464.77,27.9,0
2019-08-27,05:00:00,443.88,27.7,0
2019-08-27,06:00:00,424.75,28.4,54
2019-08-27,07:00:00,441.3,29.0,262
2019-08-27,08:00:00,509.06,29.8,490
2019-08-27,09:00:00,608.57,30.4,692
2019-08-27,10:00:00,662.02,30.8,847
2019-08-27,11:00:00,682.63,31.0,947
2019-08-27,12:00:00,690.28,31.1,973
2019-08-27,13:00:00,703.95,30.9,929
2019-08-27,14:00:00,716.86,30.6,822
2019-08-27,15:00:00,710.94,30.2,655
2019-08-27,16:00:00,693.53,29.8,447
2019-08-27,17:00:00,664.51,29.2,223
2019-08-27,18:00:00,629.25,28.6,30
2019-08-27,19:00:00,606.06,28.4,0
2019-08-27,20:00:00,588.49,28.3,0
2019-08-27,21:00:00,591.58,28.2,0
2019-08-27,22:00:00,605.24,28.1,0
2019-08-27,23:00:00,606.65,28.1,0
2019-08-28,00:00:00,588.03,28.0,0
2019-08-28,01:00:00,554.26,28.0,0
2019-08-28,02:00:00,512.84,27.9,0
2019-08-28,03:00:00,473.25,27.8,0
2019-08-28,04:00:00,450.68,27.8,0
2019-08-28,05:00:00,430.44,27.8,0
2019-08-28,06:00:00,409.51,28.5,51
2019-08-28,07:00:00,428.85,29.2,254
2019-08-28,08:00:00,513.3,29.9,477
2019-08-28,09:00:00,601.16,30.5,677
2019-08-28,10:00:00,673.35,30.9,832
2019-08-28,11:00:00,691.69,31.2,933
2019-08-28,12:00:00,701.78,31.3,963
2019-08-28,13:00:00,713.83,31.3,922
2019-08-28,14:00:00,729.39,31.2,813
2019-08-28,15:00:00,721.83,31.0,647
2019-08-28,16:00:00,706.08,30.6,440
2019-08-28,17:00:00,668.35,29.9,215
2019-08-28,18:00:00,632.7,29.3,27
2019-08-28,19:00:00,615.57,29.0,0
2019-08-28,20:00:00,593.51,28.9,0
2019-08-28,21:00:00,587.54,28.8,0
2019-08-28,22:00:00,609.89,28.7,0
2019-08-28,23:00:00,632.72,28.6,0
2019-08-29,00:00:00,620.87,28.5,0
2019-08-29,01:00:00,580.45,28.4,0
2019-08-29,02:00:00,532.36,28.3,0
2019-08-29,03:00:00,489.49,28.3,0
2019-08-29,04:00:00,464.05,28.2,0
2019-08-29,05:00:00,445.86,28.3,0
2019-08-29,06:00:00,424.88,29.0,47
2019-08-29,07:00:00,448.19,29.9,242
2019-08-29,08:00:00,526.87,30.5,458
2019-08-29,09:00:00,620.73,30.8,653
2019-08-29,10:00:00,680.85,31.2,504
2019-08-29,11:00:00,712.93,31.4,897
2019-08-29,12:00:00,711.29,31.6,782
2019-08-29,13:00:00,720.19,31.6,610
2019-08-29,14:00:00,734.67,31.3,400
2019-08-29,15:00:00,738.14,30.9,90
2019-08-29,16:00:00,710.1,30.5,53
2019-08-29,17:00:00,656.35,30.0,195
2019-08-29,18:00:00,621.45,29.5,19
2019-08-29,19:00:00,586.89,29.4,0
2019-08-29,20:00:00,570.84,29.3,0
2019-08-29,21:00:00,573.42,29.2,0
2019-08-29,22:00:00,587.63,29.1,0
2019-08-29,23:00:00,598.65,29.0,0
2019-08-30,00:00:00,593.18,28.8,0
2019-08-30,01:00:00,571.57,28.6,0
2019-08-30,02:00:00,515.51,28.5,0
2019-08-30,03:00:00,481.54,28.6,0
2019-08-30,04:00:00,460.22,28.5,0
2019-08-30,05:00:00,442.73,28.5,0
2019-08-30,06:00:00,424.34,28.8,42
2019-08-30,07:00:00,437.61,29.2,10
2019-08-30,08:00:00,493.69,29.5,118
2019-08-30,09:00:00,558.35,29.6,59
2019-08-30,10:00:00,583.5,29.5,94
2019-08-30,11:00:00,596.8,29.5,879
2019-08-30,12:00:00,569.45,29.4,730
2019-08-30,13:00:00,585.14,29.3,80
2019-08-30,14:00:00,579.75,29.3,61
2019-08-30,15:00:00,561.62,29.2,49
2019-08-30,16:00:00,544.13,29.1,74
2019-08-30,17:00:00,533.64,28.9,14
2019-08-30,18:00:00,502.32,28.7,4
2019-08-30,19:00:00,468.51,28.5,0
2019-08-30,20:00:00,445.22,28.4,0
2019-08-30,21:00:00,420.01,28.3,0
2019-08-30,22:00:00,424.16,28.1,0
2019-08-30,23:00:00,429.37,28.0,0
2019-08-31,00:00:00,432.7,27.9,0
2019-08-31,01:00:00,421.94,27.9,0
2019-08-31,02:00:00,414.98,27.8,0
2019-08-31,03:00:00,382.4,27.7,0
2019-08-31,04:00:00,366.03,27.7,0
2019-08-31,05:00:00,361.79,27.8,0
2019-08-31,06:00:00,358.94,28.3,44
2019-08-31,07:00:00,381.29,28.7,242
2019-08-31,08:00:00,392.65,29.0,464
2019-08-31,09:00:00,419.39,29.3,666
2019-08-31,10:00:00,451.81,29.7,824
2019-08-31,11:00:00,497.64,29.9,926
2019-08-31,12:00:00,498.72,30.0,955
2019-08-31,13:00:00,505.58,30.0,913
2019-08-31,14:00:00,516.6,30.0,804
2019-08-31,15:00:00,552.97,29.8,637
2019-08-31,16:00:00,522.07,29.6,430
2019-08-31,17:00:00,518.95,29.2,206
2019-08-31,18:00:00,498.12,28.8,21
2019-08-31,19:00:00,488.4,28.6,0
2019-08-31,20:00:00,489.26,28.5,0
2019-08-31,21:00:00,509.61,28.4,0
2019-08-31,22:00:00,554.2,28.3,0
2019-08-31,23:00:00,586.05,28.3,0
